Date of Lead Publication,Imported By,Date Imported,Verification Status,Lead Id,Lead Title,Lead URL,Authoring Organizations Type,Author,Source,Lead Priority,Assignee,Entry Id,Lead-Entry Id,Modified Excerpt,Original Excerpt,Context - Dimension,Context - Subdimension,Population,Vulnerable groups - Level 0,Factors - Dimension,Factors - Subdimension,Malawi Polygons,Country,Country (code),District,District (code),Town,Town (code),Date,Reliability,Health Services - Dimension,Health Services - Subdimension,Outbreak - Dimension,Outbreak - Subdimension,Health and social consequences,Interventions to control the outbreak,Spread of the outbreak,Health workforce,Socio-economic status
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574055,79401-574055,Malawi experienced a transition of power when the nation’s general elections were contested and rerun. The new government created a COVID-19 of?ce in the Of?ce of the President and Cabinet on 14 July 2020.,Malawi experienced a transition of power when the nation’s general elections were contested and rerun. The new government created a COVID-19 of?ce in the Of?ce of the President and Cabinet on 14 July 2020.,Factors,Political context and social movements,Unspecified/General population,,,,,Malawi,Malawi,,,,,14-07-2020,Medium,,,Response,Government measures,Increase,Hinder,Facilitate,,
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574054,79401-574054,"On 7 March 2020, the then President established a Special Cabinet Committee on Coronavirus mandated to receive updates about COVID-19 and relay these to the public. This committee had the responsibility of issuing recommendations on proactive measures to prevent the occurrence and spread of the disease and facilitate the implementation of activities aimed at mitigating the impact of COVID-19 on the country’s socio-economic development.","On 7 March 2020, the then President established a Special Cabinet Committee on Coronavirus mandated to receive updates about COVID-19 and relay these to the public. This committee had the responsibility of issuing recommendations on proactive measures to prevent the occurrence and spread of the disease and facilitate the implementation of activities aimed at mitigating the impact of COVID-19 on the country’s socio-economic development.",Factors,Political context and social movements,Unspecified/General population,,,,,Malawi,Malawi,,,,,07-03-2020,Medium,,,Disease,Covid-19,Decrease,Enable,Discourage,,
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574054,79401-574054,"On 7 March 2020, the then President established a Special Cabinet Committee on Coronavirus mandated to receive updates about COVID-19 and relay these to the public. This committee had the responsibility of issuing recommendations on proactive measures to prevent the occurrence and spread of the disease and facilitate the implementation of activities aimed at mitigating the impact of COVID-19 on the country’s socio-economic development.","On 7 March 2020, the then President established a Special Cabinet Committee on Coronavirus mandated to receive updates about COVID-19 and relay these to the public. This committee had the responsibility of issuing recommendations on proactive measures to prevent the occurrence and spread of the disease and facilitate the implementation of activities aimed at mitigating the impact of COVID-19 on the country’s socio-economic development.",Factors,Political context and social movements,Unspecified/General population,,,,,Malawi,Malawi,,,,,07-03-2020,Medium,,,Response,Government measures,Decrease,Enable,Discourage,,
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574053,79401-574053,the Presidential Task Force on COVID-19 has had consultations with religious leaders to discuss the limits on numbers attending public gatherings as decreed by the government (Xinhua 2020).,the Presidential Task Force on COVID-19 has had consultations with religious leaders to discuss the limits on numbers attending public gatherings as decreed by the government (Xinhua 2020).,Factors,Religion and dominant beliefs,Unspecified/General population,,,,,Malawi,Malawi,,,,,30-04-2020,Medium,,,Disease,Covid-19,Decrease,Enable,Discourage,,
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574053,79401-574053,the Presidential Task Force on COVID-19 has had consultations with religious leaders to discuss the limits on numbers attending public gatherings as decreed by the government (Xinhua 2020).,the Presidential Task Force on COVID-19 has had consultations with religious leaders to discuss the limits on numbers attending public gatherings as decreed by the government (Xinhua 2020).,Factors,Social organisation and administrative structure,Unspecified/General population,,,,,Malawi,Malawi,,,,,30-04-2020,Medium,,,Disease,Covid-19,Decrease,Enable,Discourage,,
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574053,79401-574053,the Presidential Task Force on COVID-19 has had consultations with religious leaders to discuss the limits on numbers attending public gatherings as decreed by the government (Xinhua 2020).,the Presidential Task Force on COVID-19 has had consultations with religious leaders to discuss the limits on numbers attending public gatherings as decreed by the government (Xinhua 2020).,Factors,Religion and dominant beliefs,Unspecified/General population,,,,,Malawi,Malawi,,,,,30-04-2020,Medium,,,Response,Government measures,Decrease,Enable,Discourage,,
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574053,79401-574053,the Presidential Task Force on COVID-19 has had consultations with religious leaders to discuss the limits on numbers attending public gatherings as decreed by the government (Xinhua 2020).,the Presidential Task Force on COVID-19 has had consultations with religious leaders to discuss the limits on numbers attending public gatherings as decreed by the government (Xinhua 2020).,Factors,Social organisation and administrative structure,Unspecified/General population,,,,,Malawi,Malawi,,,,,30-04-2020,Medium,,,Response,Government measures,Decrease,Enable,Discourage,,
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574052,79401-574052,"under Rule 6 of the Public Health (Public Health 2020a) (Coronavirus and COVID-19) (Prevention, Containment, and Management) Rules 2020 (COVID-19 Rules I), community leaders, including religious leaders, were obliged to report any suspected case or death related to COVID-19 in their community.","under Rule 6 of the Public Health (Public Health 2020a) (Coronavirus and COVID-19) (Prevention, Containment, and Management) Rules 2020 (COVID-19 Rules I), community leaders, including religious leaders, were obliged to report any suspected case or death related to COVID-19 in their community.",Factors,Religion and dominant beliefs,Unspecified/General population,,,,,Malawi,Malawi,,,,,31-03-2020,Medium,,,Disease,Covid-19,Decrease,Enable,Discourage,,
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574052,79401-574052,"under Rule 6 of the Public Health (Public Health 2020a) (Coronavirus and COVID-19) (Prevention, Containment, and Management) Rules 2020 (COVID-19 Rules I), community leaders, including religious leaders, were obliged to report any suspected case or death related to COVID-19 in their community.","under Rule 6 of the Public Health (Public Health 2020a) (Coronavirus and COVID-19) (Prevention, Containment, and Management) Rules 2020 (COVID-19 Rules I), community leaders, including religious leaders, were obliged to report any suspected case or death related to COVID-19 in their community.",Factors,Social organisation and administrative structure,Unspecified/General population,,,,,Malawi,Malawi,,,,,31-03-2020,Medium,,,Disease,Covid-19,Decrease,Enable,Discourage,,
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574052,79401-574052,"under Rule 6 of the Public Health (Public Health 2020a) (Coronavirus and COVID-19) (Prevention, Containment, and Management) Rules 2020 (COVID-19 Rules I), community leaders, including religious leaders, were obliged to report any suspected case or death related to COVID-19 in their community.","under Rule 6 of the Public Health (Public Health 2020a) (Coronavirus and COVID-19) (Prevention, Containment, and Management) Rules 2020 (COVID-19 Rules I), community leaders, including religious leaders, were obliged to report any suspected case or death related to COVID-19 in their community.",Factors,Religion and dominant beliefs,Unspecified/General population,,,,,Malawi,Malawi,,,,,31-03-2020,Medium,,,Response,Surveillance/Contact tracing,Decrease,Enable,Discourage,,
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574052,79401-574052,"under Rule 6 of the Public Health (Public Health 2020a) (Coronavirus and COVID-19) (Prevention, Containment, and Management) Rules 2020 (COVID-19 Rules I), community leaders, including religious leaders, were obliged to report any suspected case or death related to COVID-19 in their community.","under Rule 6 of the Public Health (Public Health 2020a) (Coronavirus and COVID-19) (Prevention, Containment, and Management) Rules 2020 (COVID-19 Rules I), community leaders, including religious leaders, were obliged to report any suspected case or death related to COVID-19 in their community.",Factors,Social organisation and administrative structure,Unspecified/General population,,,,,Malawi,Malawi,,,,,31-03-2020,Medium,,,Response,Surveillance/Contact tracing,Decrease,Enable,Discourage,,
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574051,79401-574051,"In Malawian society, it is not uncommon for religious leaders to be the ?rst port of call when there is a health crisis, be it illness or even death.","In Malawian society, it is not uncommon for religious leaders to be the ?rst port of call when there is a health crisis, be it illness or even death.",Factors,Religion and dominant beliefs,Unspecified/General population,,,,,Malawi,Malawi,,,,,,Medium,,,Disease,Covid-19,Decrease,Enable,Discourage,,
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574050,79401-574050,The government decrees in dealing with this pandemic take cognizance of religious leadership’s role in the Malawian socio-cultural context.,The government decrees in dealing with this pandemic take cognizance of religious leadership’s role in the Malawian socio-cultural context.,Factors,Religion and dominant beliefs,Unspecified/General population,,,,,Malawi,Malawi,,,,,31-03-2020,Medium,,,Disease,Covid-19,Decrease,Enable,Discourage,,
26-03-2021,Delphyne de Peretti,04-05-2022,Uncontrolled,79401,Zimitsani Moto: Understanding the Malawi COVID-19 Response,https://prod-api.thedeep.io/private-file/a47fa86c-63d3-424e-80d7-4f09d5754f89/laws-10-00020.pdf,,,Multidisciplinary Digital Publishing Institute,Low,Delphyne de Peretti,574049,79401-574049,The measures adopted by the country in managing the pandemic have impacted the expression of the right to religion.,The measures adopted by the country in managing the pandemic have impacted the expression of the right to religion.,Factors,Religion and dominant beliefs,Unspecified/General population,,,,,Malawi,Malawi,,,,,31-03-2020,Medium,,,Disease,Covid-19,Neutral,Neutral,Neutral,,
